1724138701988793088,-0.378169,0.252468,-0.013848,0.019154,10.486604,1.029507
1724138701989793024,-0.379234,0.253533,-0.011718,0.014365,10.453085,1.024718
1724138701990792960,-0.381365,0.255663,-0.008522,0.004788,10.400413,1.029507
1724138701991792896,-0.383495,0.256729,-0.004261,0.0,10.362105,1.024718
1724138701992793088,-0.385626,0.257794,-0.002131,-0.014365,10.333375,1.000776
1724138701993793024,-0.386691,0.258859,-0.001065,-0.038307,10.290278,0.991199
1724138701994792960,-0.387756,0.259925,0.001065,-0.038307,10.247183,0.981623
1724138701995792896,-0.388822,0.259925,0.002131,-0.033519,10.213664,0.981623
1724138701996793088,-0.388822,0.258859,0.003196,-0.038307,10.170568,0.986411
1724138701997793024,-0.387756,0.258859,0.003196,-0.047884,10.113108,0.986411
1724138701998792960,-0.386691,0.257794,0.004261,-0.047884,10.070012,0.981623
1724138701999792896,-0.386691,0.256729,0.004261,-0.043096,10.04607,0.981623
1724138702000777984,-0.385626,0.256729,0.004261,-0.033519,10.031705,0.962469
1724138702001777920,-0.383495,0.256729,0.004261,-0.02873,10.01734,0.938527
1724138702002778112,-0.381365,0.255663,0.004261,-0.02873,9.988609,0.92895
1724138702003778048,-0.378169,0.255663,0.004261,-0.038307,9.945514,0.933739
1724138702004777984,-0.376038,0.255663,0.004261,-0.02873,9.921572,0.924162
1724138702005777920,-0.372843,0.254598,0.005326,-0.009577,9.907207,0.890643
1724138702006778112,-0.367516,0.254598,0.004261,0.004788,9.89763,0.861913
1724138702007778048,-0.36219,0.253533,0.005326,0.009577,9.888053,0.852336
1724138702008777984,-0.358994,0.252468,0.005326,0.023942,9.868899,0.852336
1724138702009777920,-0.354733,0.251402,0.006392,0.047884,9.844957,0.847547
1724138702010778112,-0.347276,0.251402,0.006392,0.052672,9.821015,0.842759
1724138702011778048,-0.340885,0.251402,0.006392,0.043096,9.801862,0.837971
1724138702012777984,-0.333428,0.249272,0.006392,0.047884,9.782708,0.828394
1724138702013777920,-0.327036,0.248207,0.006392,0.071826,9.768343,0.823605
1724138702014778112,-0.320645,0.247141,0.006392,0.081403,9.749189,0.814029
1724138702015778048,-0.313188,0.246076,0.006392,0.081403,9.730036,0.799663
1724138702016777984,-0.306796,0.245011,0.006392,0.081403,9.720459,0.794875
1724138702017777920,-0.300405,0.243946,0.005326,0.09098,9.710882,0.799663
1724138702018778112,-0.292948,0.241815,0.004261,0.105345,9.710882,0.799663
1724138702019778048,-0.284426,0.24075,0.004261,0.110133,9.706094,0.799663
1724138702020777984,-0.276969,0.239685,0.003196,0.114922,9.691729,0.790087
1724138702021777920,-0.268447,0.238619,0.004261,0.124498,9.672575,0.766145
1724138702022778112,-0.26099,0.238619,0.004261,0.129287,9.672575,0.742203
1724138702023778048,-0.252468,0.238619,0.004261,0.124498,9.682152,0.737414
1724138702024777984,-0.24288,0.236489,0.004261,0.11971,9.672575,0.732626
1724138702025777920,-0.233293,0.235423,0.004261,0.124498,9.667787,0.713472
1724138702026778112,-0.223706,0.235423,0.003196,0.11971,9.662998,0.68953
1724138702027778048,-0.213053,0.235423,0.003196,0.124498,9.643845,0.679953
1724138702028777984,-0.2024,0.233293,0.004261,0.138864,9.643845,0.675165
1724138702029777920,-0.191748,0.232228,0.005326,0.138864,9.65821,0.675165
1724138702030778112,-0.181095,0.231162,0.006392,0.129287,9.667787,0.699107
1724138702031778048,-0.170442,0.229032,0.008522,0.11971,9.667787,0.713472
1724138702032777984,-0.15979,0.227967,0.009587,0.105345,9.672575,0.732626
1724138702033777920,-0.149137,0.224771,0.009587,0.100556,9.662998,0.766145
1724138702034778112,-0.138484,0.221575,0.009587,0.086191,9.643845,0.799663
1724138702035778048,-0.128897,0.218379,0.010653,0.071826,9.634268,0.842759
1724138702036777984,-0.11931,0.215183,0.011718,0.062249,9.639056,0.881066
1724138702037777920,-0.110788,0.210922,0.012783,0.047884,9.629479,0.90022
1724138702038778112,-0.1012,0.206661,0.012783,0.033519,9.605537,0.919373
1724138702039778048,-0.091613,0.203466,0.013848,0.023942,9.591172,0.952892
1724138702040777984,-0.082025,0.199204,0.013848,0.019154,9.581595,0.976834
1724138702041777920,-0.072438,0.194943,0.014914,0.009577,9.557653,0.995988
1724138702042778112,-0.061785,0.190682,0.013848,0.0,9.533711,1.005565
1724138702043778048,-0.052198,0.185356,0.012783,-0.009577,9.519346,1.005565
1724138702044777984,-0.041545,0.18003,0.011718,-0.014365,9.495404,1.01993
1724138702045777920,-0.031958,0.175769,0.010653,-0.038307,9.461885,1.034295
1724138702046778112,-0.022371,0.170442,0.009587,-0.062249,9.433155,1.034295
1724138702047778048,-0.012783,0.165116,0.007457,-0.081403,9.409213,1.029507
1724138702048777984,-0.002131,0.15979,0.004261,-0.09098,9.380483,1.039083
1724138702049777920,0.008522,0.155529,0.001065,-0.100556,9.346964,1.053449
1724138702050778880,0.017044,0.151268,-0.004261,-0.11971,9.323022,1.043872
1724138702051779072,0.026632,0.145941,-0.009587,-0.134075,9.313444,1.034295
1724138702052779008,0.035154,0.14168,-0.014914,-0.143652,9.313444,1.039083
1724138702053778944,0.044741,0.137419,-0.021305,-0.143652,9.294291,1.04866
1724138702054778880,0.054328,0.131028,-0.027697,-0.138864,9.284714,1.04866
1724138702055779072,0.063916,0.125701,-0.033023,-0.138864,9.318233,1.053449
1724138702056779008,0.072438,0.120375,-0.03835,-0.129287,9.356541,1.072602
1724138702057778944,0.07883,0.116114,-0.045806,-0.129287,9.370906,1.096544
1724138702058778880,0.084156,0.111853,-0.052198,-0.11971,9.385271,1.125275
1724138702059779072,0.090547,0.107592,-0.05859,-0.105345,9.409213,1.154005
1724138702060779008,0.096939,0.102265,-0.064981,-0.110133,9.437943,1.173159
